0.000000000000000000e+00,5.481788029466298440e+01,5.142956348249516196e+01,4.539823785126466760e+01,2.617250465660480074e+01,7.638062581571324472e+01,4.565084884205330695e+01,6.296824596572466248e+01,4.482186966202993972e+01,3.189043743820394994e+01,2.051828452868319275e+01,4.901020301937138157e+01,3.452535300326413648e+01,3.312099032335839155e+01,6.946221994724902515e+01,4.459820624195551630e+01,5.594640292279746063e+01,4.504442251822083421e+01,5.385164807134503739e+00,3.124099870362661591e+01,1.044030650891055068e+01,4.742362280551750331e+01,3.231098884280702066e+01,1.843908891458577415e+01,4.827007354458868349e+01,4.763402145525821396e+01,5.787054518492114852e+01,6.628725367670620017e+01,3.492849839314595783e+01,6.512296062065973956e+01,8.700000000000000000e+01,1.749285568453590045e+01,4.459820624195551630e+01,5.721887800367986898e+01,5.923681287847954735e+01,7.615773105863908654e+00,5.300000000000000000e+01,1.838477631085023489e+01,3.067572330035593353e+01,5.408326913195983821e+01,2.469817807045693669e+01,5.797413216254297907e+01,3.373425558686599857e+01,5.573149917237109463e+01,5.600892785976178345e+01,3.383784863137726262e+01,1.941648783894759944e+01,2.302172886644267535e+01,2.247220505424423109e+01,9.055385138137417300e+00
5.481788029466298440e+01,0.000000000000000000e+00,2.332380757938120297e+01,3.860051813123756403e+01,8.091971329657563672e+01,2.325940669922601600e+01,2.184032966784155505e+01,4.252058325093859992e+01,6.251399843235113707e+01,6.477653896280658330e+01,5.693856338194703426e+01,4.459820624195551630e+01,4.100000000000000000e+01,2.280350850198275836e+01,4.949747468305832854e+01,7.300684899377591819e+01,2.624880949681337583e+01,4.244997055358224713e+01,5.353503525729669121e+01,6.844705983459040510e+01,5.946427498927402411e+01,5.400000000000000000e+01,2.555386467836127551e+01,3.640054944640259293e+01,5.554277630799526122e+01,7.211102550927978250e+00,5.336665625650533684e+01,2.184032966784155505e+01,5.100000000000000000e+01,3.720215047547655018e+01,3.280243893371345365e+01,5.964059020499377795e+01,7.610519036176178531e+01,3.220248437620923454e+01,1.697056274847713908e+01,5.162363799656122865e+01,6.203224967708329274e+01,7.142128534267638429e+01,5.323532661682465772e+01,3.860051813123756403e+01,3.269556544854363267e+01,3.560898762952971452e+01,8.635392289873112759e+01,2.773084924772409465e+01,3.733630940518894192e+01,5.508175741568164341e+01,4.933558553417604031e+01,3.354101966249684352e+01,7.500666637039670093e+01,4.738143096192853676e+01
5.142956348249516196e+01,2.332380757938120297e+01,0.000000000000000000e+00,1.702938636592640265e+01,7.655063683601855473e+01,3.132091952673165025e+01,6.082762530298219339e+00,2.000000000000000000e+01,7.496665925596525426e+01,4.919349550499537571e+01,6.166036003787198183e+01,2.220360331117451835e+01,5.315072906367324634e+01,3.059411708155671050e+01,2.745906043549196340e+01,5.457105459856901319e+01,5.000000000000000000e+00,2.102379604162863913e+01,4.802082881417187821e+01,5.371219600798313820e+01,5.946427498927402411e+01,6.896375859826666499e+01,3.471310991541956525e+01,3.517101079013794873e+01,3.401470270338990076e+01,2.126029162546929996e+01,7.155417527999327376e+01,1.664331697709323876e+01,3.324154027718932269e+01,5.939696961966998856e+01,4.237924020083418242e+01,6.258594091327540099e+01,5.824087911424414443e+01,5.326349594234309848e+01,4.000000000000000000e+01,5.154609587543949090e+01,7.720103626247512807e+01,6.977822009767804445e+01,3.712142238654116966e+01,5.798275605729689630e+01,2.692582403567251959e+01,1.280624847486569706e+01,7.710382610480493781e+01,4.891829923454003648e+01,5.742821606144492108e+01,6.519202405202648265e+01,3.818376618407356915e+01,2.879236009777593708e+01,7.382411530116699794e+01,4.712748667179271678e+01
4.539823785126466760e+01,3.860051813123756403e+01,1.702938636592640265e+01,0.000000000000000000e+00,6.777905281132217397e+01,4.805205510693585325e+01,1.676305461424021104e+01,1.772004514666934938e+01,7.854934754662193086e+01,3.420526275297414287e+01,6.053098380168622583e+01,6.403124237432848531e+00,5.818075283115542362e+01,3.701351104664349378e+01,2.408318915758459156e+01,3.794733192202055250e+01,1.802775637731994607e+01,4.000000000000000000e+00,4.079215610874227593e+01,3.905124837953326988e+01,5.508175741568164341e+01,7.479304780526061336e+01,4.080441152620633005e+01,3.395585369269929288e+01,1.711724276862369010e+01,3.443835071544512516e+01,7.981227975693965959e+01,3.257299494980465937e+01,1.780449381476485726e+01,7.184705978674422511e+01,5.894064811316550134e+01,6.007495318350235891e+01,4.178516483155235761e+01,6.481512169239520915e+01,5.412947441089742995e+01,4.801041553663121420e+01,8.276472678623424883e+01,6.334824385884741815e+01,2.262741699796952233e+01,6.788225099390855632e+01,2.500000000000000000e+01,1.421267040355189515e+01,6.500000000000000000e+01,6.080296045424104534e+01,6.794115100585212019e+01,6.767569726275452524e+01,2.785677655436823841e+01,2.692582403567251959e+01,6.746851117373199713e+01,4.410215414239988974e+01
2.617250465660480074e+01,8.091971329657563672e+01,7.655063683601855473e+01,6.777905281132217397e+01,0.000000000000000000e+00,1.025329215423026881e+02,7.102816342831904706e+01,8.544003745317530729e+01,5.491812087098392681e+01,4.204759208325727826e+01,3.313608305156178346e+01,6.992138442565335765e+01,5.434151267677410146e+01,5.882176467941096831e+01,9.109335870413386260e+01,5.217278984298232558e+01,8.077747210701755876e+01,6.640783086353596332e+01,2.860069929215018192e+01,3.832753579347360073e+01,2.340939982143925135e+01,6.203224967708329274e+01,5.745432968889289782e+01,4.459820624195551630e+01,6.549045732013176746e+01,7.375635565834309659e+01,7.400000000000000000e+01,9.200543462209175516e+01,5.315072906367324634e+01,8.683317338436964405e+01,1.131724348063608687e+02,2.816025568065744622e+01,5.000000000000000000e+01,7.940403012442126851e+01,8.411896337925236367e+01,3.001666203960726875e+01,6.477653896280658330e+01,1.204159457879229578e+01,4.785394445602159408e+01,7.452516353554683803e+01,5.044799302251775686e+01,8.143709228600933159e+01,1.780449381476485726e+01,7.877182237323191316e+01,7.690253571892151285e+01,4.701063709417263681e+01,3.992492955535426091e+01,4.891829923454003648e+01,1.140175425099137918e+01,3.383784863137726262e+01
7.638062581571324472e+01,2.325940669922601600e+01,3.132091952673165025e+01,4.805205510693585325e+01,1.025329215423026881e+02,0.000000000000000000e+00,3.443835071544512516e+01,4.257933771208753626e+01,8.492938243034620882e+01,8.023091673413684077e+01,8.013114251026250656e+01,5.234500931320960149e+01,6.389053137985315090e+01,4.579301256742124338e+01,4.712748667179271678e+01,8.586617494683223129e+01,3.026549190084311292e+01,5.197114584074513033e+01,7.433034373659252481e+01,8.458132181516199921e+01,8.200609733428362347e+01,7.566372975210778407e+01,4.876474136094643796e+01,5.805170109479996654e+01,6.449806198638839305e+01,2.968164415931165934e+01,7.302739212103907107e+01,1.600000000000000000e+01,6.451356446515724485e+01,5.239274758971894386e+01,1.118033988749894903e+01,8.268010643437754936e+01,8.956003573022958619e+01,5.015974481593781320e+01,3.306055050963308162e+01,7.402702209328698757e+01,8.338465086573187079e+01,9.372299611087984772e+01,6.815423684555494788e+01,5.800862004909270553e+01,5.249761899362675166e+01,3.801315561749642313e+01,1.060188662455885691e+02,4.604345773288535071e+01,5.608029957123981291e+01,7.810889834071403470e+01,6.741661516273269683e+01,5.381449618829483938e+01,9.745255255764212166e+01,6.965629906907199143e+01
4.565084884205330695e+01,2.184032966784155505e+01,6.082762530298219339e+00,1.676305461424021104e+01,7.102816342831904706e+01,3.443835071544512516e+01,0.000000000000000000e+00,2.459674775249768786e+01,6.923149572268390273e+01,4.588027898781784586e+01,5.557877292636101174e+01,2.284731931759172596e+01,4.753945729601885262e+01,2.500000000000000000e+01,3.220248437620923454e+01,5.246903848937962067e+01,1.104536101718726115e+01,2.061552812808830382e+01,4.243819034784588951e+01,5.015974481593781320e+01,5.348831648126532912e+01,6.356886030125127007e+01,2.912043955712207222e+01,2.912043955712207222e+01,3.373425558686599857e+01,1.802775637731994607e+01,6.673080248281148386e+01,2.121320343559642652e+01,3.059411708155671050e+01,5.608029957123981291e+01,4.561797891182817466e+01,5.651548460377916427e+01,5.590169943749474157e+01,4.949747468305832854e+01,3.758989225842500304e+01,4.554119014694280310e+01,7.178439941937244839e+01,6.395310782127792493e+01,3.383784863137726262e+01,5.360037313302958495e+01,2.102379604162863913e+01,1.746424919657297892e+01,7.234638899074369078e+01,4.527692569068708650e+01,5.326349594234309848e+01,5.930430001273094831e+01,3.342154993413680586e+01,2.284731931759172596e+01,6.797793759742936004e+01,4.110960958218893069e+01
6.296824596572466248e+01,4.252058325093859992e+01,2.000000000000000000e+01,1.772004514666934938e+01,8.544003745317530729e+01,4.257933771208753626e+01,2.459674775249768786e+01,0.000000000000000000e+00,9.314504817756014177e+01,4.967896939349688523e+01,7.705841939723393352e+01,1.640121946685672683e+01,7.178439941937244839e+01,4.939635614091387339e+01,7.615773105863908654e+00,5.021951811795887721e+01,1.627882059609970611e+01,1.923538406167134340e+01,5.846366392897386532e+01,5.467174773134657784e+01,7.244308110509933840e+01,8.802272433866154699e+01,5.348831648126532912e+01,5.008991914547277702e+01,2.662705391138869615e+01,4.123105625617660763e+01,9.130169768410661391e+01,2.692582403567251959e+01,3.383784863137726262e+01,7.924645102463580315e+01,5.203844732503075221e+01,7.702596964660685330e+01,5.440588203494177577e+01,7.324616030891995422e+01,5.946427498927402411e+01,6.512296062065973956e+01,9.620810776644555062e+01,8.102468759581859103e+01,3.911521443121588959e+01,7.793587107359485344e+01,4.104875150354758517e+01,7.211102550927978250e+00,8.183520025025906364e+01,6.888396039717810027e+01,7.742092740338364365e+01,8.276472678623424883e+01,4.554119014694280310e+01,4.304648650006176780e+01,8.514693182963200968e+01,6.103277807866851390e+01
4.482186966202993972e+01,6.251399843235113707e+01,7.496665925596525426e+01,7.854934754662193086e+01,5.491812087098392681e+01,8.492938243034620882e+01,6.923149572268390273e+01,9.314504817756014177e+01,0.000000000000000000e+00,7.641989269817119634e+01,2.469817807045693669e+01,8.417244204607585800e+01,2.202271554554523902e+01,4.440720662234903671e+01,1.006876357851350150e+02,8.914033879226620627e+01,7.990619500389190932e+01,8.011242100947892197e+01,4.957822102496216132e+01,7.605918747922567036e+01,3.671511950137163893e+01,1.131370849898476116e+01,4.031128874149274566e+01,4.517742799230607176e+01,8.798295289429651689e+01,5.803447251418763386e+01,2.236067977499789805e+01,8.302409288875126947e+01,7.545197147855051867e+01,4.386342439892261780e+01,9.234717104492156636e+01,2.906888370749726747e+01,8.937561188601732454e+01,3.966106403010387993e+01,5.385164807134503917e+01,3.753664875824691904e+01,1.000000000000000000e+01,4.341658669218482203e+01,7.262231062146122440e+01,3.140063693621516450e+01,5.371219600798313820e+01,8.634813257969160816e+01,7.116881339463233758e+01,4.205948168962618183e+01,3.420526275297414287e+01,1.140175425099137918e+01,6.107372593840987918e+01,5.189412298131648527e+01,4.356604182158393002e+01,3.894868418830089496e+01
3.189043743820394994e+01,6.477653896280658330e+01,4.919349550499537571e+01,3.420526275297414287e+01,4.204759208325727826e+01,8.023091673413684077e+01,4.588027898781784586e+01,4.967896939349688523e+01,7.641989269817119634e+01,0.000000000000000000e+00,5.240229002629560995e+01,3.330165161069342616e+01,6.264982043070833839e+01,5.063595560468865386e+01,5.353503525729669121e+01,1.272792206135785520e+01,5.162363799656122865e+01,3.114482300479487265e+01,2.687005768508880621e+01,5.000000000000000000e+00,4.161730409336962566e+01,7.766595135579039777e+01,5.239274758971894386e+01,3.700000000000000000e+01,2.507987240796890660e+01,5.830951894845300387e+01,8.683317338436964405e+01,6.576473218982953028e+01,1.640121946685672683e+01,8.829496021857646326e+01,9.138927727036690385e+01,4.920365840057017692e+01,1.341640786499873883e+01,8.028075734570519728e+01,7.602631123499284627e+01,3.889730067755344578e+01,8.402380615040001999e+01,4.332435804486893716e+01,1.208304597359457233e+01,7.971198153351853932e+01,3.413209633175202384e+01,4.816637831516918311e+01,3.324154027718932269e+01,7.746612162745725527e+01,8.095677859203638604e+01,6.519202405202648265e+01,1.772004514666934938e+01,3.436568055487916240e+01,4.684015371452147747e+01,3.780211634287159939e+01
